Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Primary %,Won Primary,Rep Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Steve Smith,AZ,U.S. House Arizona District 1,Representative,Regular,8/28/18,Lost,None,None,37.8,No,Yes,,,,,,,Yes,,,Yes,,,,H8AZ01229,"SMITH, STEVE",C,2.0,REP,438887.91,0.0,438701.54,0.0,0.0,186.37,0.0,0.0,0.0,0.0,0.0,0.0,408387.91,AZ,1.0,,,,,,30500.0,0.0,12/31/2018,75150.0,1000.0,smith, steve,
Wendy Rogers,AZ,U.S. House Arizona District 1,Representative,Regular,8/28/18,Advanced,None,On the Ballot,43.4,Yes,Yes,,,,,,,No,,,No,,,,H2AZ09035,"ROGERS, WENDY",C,2.0,REP,1423836.68,0.0,1427124.4,0.0,4989.79,1702.07,698.53,8000.0,0.0,5000.0,0.0,34837.38,1302250.0,AZ,1.0,,,,,,83750.0,5000.0,12/31/2018,6300.0,0.0,rogers, wendy,
Tiffany Shedd,AZ,U.S. House Arizona District 1,Representative,Regular,8/28/18,Lost,None,None,18.8,No,Yes,,,,,,,No,,,No,,,,H8AZ01237,"SHEDD, TIFFANY",C,2.0,REP,598230.31,0.0,594796.85,0.0,0.0,3433.46,20442.62,229000.0,0.0,0.0,0.0,294340.37,288411.69,AZ,1.0,,,,,,59752.63,0.0,12/31/2018,31800.0,5000.0,shedd, tiffany,
Lea Marquez Peterson,AZ,U.S. House Arizona District 2,Representative,Regular,8/28/18,Advanced,None,On the Ballot,33.6,Yes,Yes,,,,,,,,Yes,,,,,,H8AZ02185,"PETERSON, LEA MARQUEZ",O,2.0,REP,1466445.23,73653.36,1457230.95,0.0,0.0,9214.28,0.0,30800.0,0.0,20000.0,0.0,12312.51,1105238.11,AZ,2.0,,,,,,254050.0,0.0,12/31/2018,100.0,0.0,peterson, lea marquez,
Casey Welch,AZ,U.S. House Arizona District 2,Representative,Regular,8/28/18,Lost,None,None,21.4,No,No,,,,,,,,No,,,,,,H8AZ02193,"WELCH, CASEY BURKE MR.",O,2.0,REP,14846.7,0.0,14652.33,0.0,0.0,0.0,13446.7,0.0,0.0,0.0,0.0,0.0,1400.0,AZ,2.0,,,,,,0.0,0.0,10/30/2018,0.0,0.0,welch, casey burke mr.,
Daniel Morales,AZ,U.S. House Arizona District 2,Representative,Regular,8/28/18,Lost,None,None,15.9,No,No,,,,,,,,No,,,,,,H8AZ02227,"MORALES, DANIEL ROMERO JR",O,2.0,REP,11351.13,0.0,11271.83,0.0,0.0,79.3,1656.29,0.0,0.0,0.0,0.0,0.0,9694.84,AZ,2.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,morales, daniel romero jr,
Brandon Martin,AZ,U.S. House Arizona District 2,Representative,Regular,8/28/18,Lost,None,None,29.1,No,No,,,,,,,,No,,,,,,H8AZ02201,"MARTIN, BRANDON RAY",O,2.0,REP,39639.59,0.0,39639.59,0.0,0.0,0.0,875.59,0.0,0.0,0.0,0.0,0.0,38319.48,AZ,2.0,,,,,,0.0,0.0,12/31/2018,50.0,0.0,martin, brandon ray,
Edna San Miguel,AZ,U.S. House Arizona District 3,Representative,Regular,8/28/18,Lost,None,None,21.4,No,,,,,,,,,,,,,,,H6AZ03179,"MIGUEL, EDNA SAN",C,2.0,REP,13088.28,0.0,8034.43,0.0,0.0,2583.43,450.0,0.0,0.0,0.0,0.0,0.0,11540.0,AZ,3.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,miguel, edna san,
Sergio Arellano,AZ,U.S. House Arizona District 3,Representative,Regular,8/28/18,Lost,None,None,27.3,No,,,,,,,,,,,,,,,H8AZ03142,"ARELLANO, SERGIO",C,2.0,REP,40346.71,0.0,40346.71,0.0,0.0,0.0,3481.52,0.0,0.0,0.0,0.0,0.0,36840.19,AZ,3.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,arellano, sergio,
Nicolas Pierson,AZ,U.S. House Arizona District 3,Representative,Regular,8/28/18,Advanced,None,On the Ballot,51.4,Yes,,,,,,,,,,,,,,,H8AZ03159,"PIERSON, NICOLAS",C,2.0,REP,77401.0,0.0,71640.5,0.0,0.0,19.24,0.0,5609.0,0.0,0.0,0.0,5000.0,70267.0,AZ,3.0,,,,,,1500.0,0.0,12/31/2018,400.0,0.0,pierson, nicolas,
Debbie Lesko,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Advanced,None,On the Ballot,35.77,Yes,,,,,,,Yes,,Yes,Yes,,,,,H8AZ08158,"LESKO, DEBBIE",I,2.0,REP,2103473.83,2359.84,2032633.16,0.0,0.0,70840.67,1703.59,25000.0,0.0,25000.0,0.0,0.0,1450890.6,AZ,8.0,,,,,,543415.08,20000.0,12/31/2018,2345.0,0.0,lesko, debbie,
Bob Stump,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,5.37,No,,,,,,,No,,No,No,,,,,H6AZ03112,"STUMP, BOB",O,2.0,REP,21980.0,0.0,21980.0,0.0,13484.68,13484.68,0.0,0.0,0.0,0.0,0.0,0.0,21980.0,AZ,8.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,stump, bob,
Phil Lovas,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,23.88,No,,,,,,,No,,No,No,,,,,H8AZ08133,"LOVAS, PHIL",O,2.0,REP,318412.83,0.0,318412.83,0.0,0.0,0.0,5806.43,40000.0,0.0,40000.0,0.0,0.0,251617.0,AZ,8.0,,,,,,15250.0,0.0,03/31/2018,5400.0,0.0,lovas, phil,
Richard Mack,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.42,No,,,,,,,No,,No,No,,,,,H8AZ08190,"MACK, RICHARD",O,2.0,REP,72709.69,0.0,72709.69,0.0,0.0,0.0,8232.0,24200.0,0.0,2020.47,0.0,0.0,40277.69,AZ,8.0,,,,,,0.0,0.0,03/31/2018,0.0,0.0,mack, richard,
Steve Montenegro,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,23.82,No,,,,,,,No,,No,No,,,,,H8AZ08174,"MONTENEGRO, STEVE",O,2.0,REP,356446.69,0.0,356446.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321446.69,AZ,8.0,,,,,,35000.0,0.0,06/30/2018,9100.0,0.0,montenegro, steve,
Christopher Sylvester,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.92,No,,,,,,,No,,No,No,,,,,H8AZ08091,"SYLVESTER, CHRISTOPHER",O,3.0,IND,8403.13,0.0,7917.18,0.0,0.0,485.95,7774.13,0.0,0.0,0.0,0.0,0.0,629.0,AZ,8.0,,,,,,0.0,0.0,03/31/2018,0.0,0.0,sylvester, christopher,
David Lien,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.77,No,,,,,,,No,,No,No,,,,,H8AZ08109,"LIEN, DAVID",O,2.0,REP,17745.0,0.0,19382.76,0.0,0.0,-1637.76,2000.0,0.0,0.0,0.0,0.0,0.0,15595.0,AZ,8.0,,,,,,0.0,0.0,03/31/2018,0.0,0.0,lien, david,
Chad Allen,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.05,No,,,,,,,No,,No,No,,,,,H8AZ08141,"ALLEN, CHAD",O,2.0,REP,33011.58,0.0,33011.58,0.0,0.0,0.0,28386.58,0.0,0.0,0.0,0.0,0.0,4625.0,AZ,8.0,,,,,,0.0,0.0,06/30/2018,2385.91,0.0,allen, chad,
Brenden Dilley,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.03,No,,,,,,,No,,No,No,,,,,H8AZ08182,"DILLEY, BRENDEN",O,2.0,REP,47018.77,0.0,47014.81,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,47016.09,AZ,8.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,dilley, brenden,
David Giles,AZ,U.S. House Arizona District 9,Representative,Regular,8/28/18,Lost,None,None,33.3,No,No,,,,,,,,,,,,,,H6AZ09010,"GILES, DAVID VICTOR",O,2.0,REP,180704.87,0.0,180752.54,0.0,47.67,0.0,0.0,173548.7,0.0,0.0,0.0,416070.69,7156.17,AZ,9.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,giles, david victor,
Steve Ferrara,AZ,U.S. House Arizona District 9,Representative,Regular,8/28/18,Advanced,None,On the Ballot,58.9,Yes,Yes,,,,,,,,,,,,,,H8AZ09024,"FERRARA, STEVE MD",O,2.0,REP,1565927.76,0.0,1565927.76,0.0,0.0,0.0,11676.66,90000.0,0.0,63263.17,0.0,0.0,1193601.1,AZ,9.0,,,,,,270650.0,0.0,11/26/2018,600.0,0.0,ferrara, steve md,
Irina Baroness Von Behr,AZ,U.S. House Arizona District 9,Representative,Regular,8/28/18,Lost,None,None,7.8,No,No,,,,,,,,,,,,,,H8AZ09016,"BEHR, IRINA BARONESS VON",O,2.0,REP,21989.38,0.0,21937.07,0.0,0.0,52.31,150.0,19623.99,0.0,0.0,0.0,19623.99,1020.0,AZ,9.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,behr, irina baroness von,
Joe Arpaio,AZ,U.S. Senate Arizona,Senator,Regular,8/28/18,Lost,None,None,18.9,No,,,No,No,,,,,No,,,,,,S8AZ00247,"ARPAIO, JOE",O,2.0,REP,1455917.62,0.0,1414523.89,0.0,0.0,41394.16,0.0,0.0,0.0,0.0,0.0,2744.49,1444593.3,AZ,0.0,,,,,,5000.0,0.0,12/31/2018,7272.0,0.0,arpaio, joe,
Kelli Ward,AZ,U.S. Senate Arizona,Senator,Regular,8/28/18,Lost,None,None,28.1,No,,,Yes,Yes,,,,,No,,,,,,S6AZ00233,"WARD, KELLI",O,2.0,REP,3373275.28,0.0,3424841.8,0.0,51928.0,361.12,34386.0,15000.0,0.0,144960.0,0.0,0.0,3231207.9,AZ,0.0,,,,,,29100.0,0.0,12/31/2018,124293.0,100.0,ward, kelli,
Martha McSally,AZ,U.S. Senate Arizona,Senator,Regular,8/28/18,Advanced,None,On the Ballot,53.0,Yes,,,No,No,,,,,Yes,,,,,,H2AZ08102,"MCSALLY, MARTHA",I,2.0,REP,4204846.39,6480.57,4480276.89,1424047.74,342243.75,66813.25,0.0,0.0,0.0,0.0,0.0,0.0,3344918.53,AZ,2.0,,,,,,803460.96,0.0,12/31/2018,38411.67,500.0,mcsally, martha,
Martha McSally,AZ,U.S. Senate Arizona,Senator,Regular,8/28/18,Advanced,None,On the Ballot,53.0,Yes,,,No,No,,,,,Yes,,,,,,S8AZ00221,"MCSALLY, MARTHA",O,2.0,REP,21876369.89,2639582.66,20952576.27,1500.0,0.0,923793.51,0.0,0.0,0.0,0.0,0.0,0.0,16892830.21,AZ,0.0,,,,,,1257746.62,0.0,12/31/2018,235074.65,8500.0,mcsally, martha,
Lisa Remmer,CA,U.S. House California District 12,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CA12270,"REMMER, LISA",C,2.0,REP,22442.61,0.0,22442.61,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,0.0,625.0,11442.61,CA,12.0,,,,,,0.0,1000.0,11/19/2018,0.0,0.0,remmer, lisa,
Rudy Peters,CA,U.S. House California District 15,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CA15117,"PETERS, RUDY PETERS",C,2.0,REP,56807.88,0.0,56807.88,0.0,0.0,0.0,115.0,16000.0,0.0,0.0,0.0,0.0,39399.43,CA,15.0,,,,,,0.0,1000.0,12/12/2018,0.0,0.0,peters, rudy peters,
Elizabeth Heng,CA,U.S. House California District 16,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,Yes,,,,,,,,,,,,,,H8CA16065,"HENG, ELIZABETH",C,3.0,UNK,1298558.89,2359.84,1267197.95,0.0,0.0,31360.94,8372.55,13000.0,0.0,0.0,0.0,57859.1,1058718.23,CA,16.0,,,,,,186972.5,6472.0,12/31/2018,5050.0,3700.0,heng, elizabeth,
Ronald Cohen,CA,U.S. House California District 17,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H6CA17141,"COHEN, RONALD H",C,2.0,REP,3631.0,0.0,3590.0,0.0,-41.0,0.0,3631.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,17.0,,,,,,0.06,0.0,12/31/2018,580.06,0.0,cohen, ronald h,
Dale Mensing,CA,U.S. House California District 2,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H4CA02098,"MENSING, DALE KENNETH",C,2.0,REP,4918.0,0.0,3729.25,0.0,431.0,1637.0,3426.0,0.0,0.0,0.0,0.0,0.0,1325.0,CA,2.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,mensing, dale kenneth,
Justin Fareed,CA,U.S. House California District 24,Representative,Regular,6/5/18,Advanced,None,On the Ballot,78.37,Yes,Yes,,,,Yes,,,,,,,,,,H4CA24142,"FAREED, JUSTIN",C,2.0,REP,1459656.01,0.0,1513003.06,0.0,57256.73,3847.18,0.0,18000.0,0.0,0.0,0.0,38202.56,1270095.92,CA,24.0,,,,,,156750.0,5000.0,12/31/2018,14570.0,2700.0,fareed, justin,
Michael Erin Woody,CA,U.S. House California District 24,Representative,Regular,6/5/18,Lost,None,None,21.63,No,No,,,,No,,,,,,,,,,H8CA24150,"WOODY, MICHAEL",C,2.0,REP,163325.76,0.0,157307.79,0.0,0.0,6017.97,0.0,135500.0,0.0,45000.0,0.0,90500.0,19600.0,CA,24.0,,,,,,1000.0,0.0,12/31/2018,0.0,0.0,woody, michael,
Antonio Sabato Jr.,CA,U.S. House California District 26,Representative,Regular,6/5/18,Advanced,None,On the Ballot,53.04,Yes,,,,,,,,,,,,,,,H8CA26114,"SABATO, ANTONIO",C,2.0,REP,350222.64,0.0,350222.64,0.0,0.0,0.0,22021.3,0.0,0.0,0.0,0.0,0.0,301677.44,CA,26.0,,,,,,25000.0,0.0,12/31/2018,1006.0,0.0,sabato, antonio,
Jeffrey Burum,CA,U.S. House California District 26,Representative,Regular,6/5/18,Lost,None,None,46.96,No,,,,,,,,,,,Yes,,,,H8CA26122,"BURUM, JEFFREY DAVID MAJ (RET)",C,2.0,REP,38244.27,0.0,38244.27,0.0,0.0,0.0,0.0,33272.29,0.0,0.0,0.0,33272.29,4715.0,CA,26.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,burum, jeffrey david maj (ret),
Johnny Nalbandian,CA,U.S. House California District 28,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CA28185,"NALBANDIAN, JOHNNY",C,2.0,REP,36370.0,0.0,36332.56,0.0,0.0,37.44,2000.0,10000.0,0.0,0.0,0.0,12068.5,24370.0,CA,28.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,nalbandian, johnny,
Benito Bernal,CA,U.S. House California District 29,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H6CA29203,"BERNAL, BENITO BENNY",C,2.0,REP,8428.0,0.0,8476.0,0.0,0.0,0.0,1478.0,3200.0,0.0,2700.0,0.0,0.0,3750.0,CA,29.0,,,,,,0.0,0.0,11/30/2018,0.0,0.0,bernal, benito benny,
Charles Schaupp,CA,U.S. House California District 3,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,Yes,,,,,,,,,H6CA03067,"SCHAUPP, CHARLES EUGENE",C,2.0,REP,38285.99,0.0,27158.94,0.0,0.0,6752.56,0.0,25000.0,0.0,0.0,0.0,0.0,10491.0,CA,3.0,,,,,,2000.0,0.0,12/31/2018,0.0,0.0,schaupp, charles eugene,
Sean Flynn,CA,U.S. House California District 31,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,Yes,,,,,,,,,,,,,,H6CA31134,"FLYNN, SEAN",C,2.0,REP,1363972.31,0.0,1399111.11,0.0,36585.46,1446.66,217228.04,646000.0,0.0,182867.68,0.0,788632.13,429890.9,CA,31.0,,,,,,50104.68,0.0,12/31/2018,2791.0,0.0,flynn, sean,
Kenneth Wright,CA,U.S. House California District 33,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H6CA33106,"WRIGHT, KENNETH",C,2.0,REP,164786.01,0.0,161454.23,0.0,3233.39,9163.82,0.0,0.0,45750.0,0.0,0.0,53750.0,116837.26,CA,33.0,,,,,,449.0,0.0,12/31/2018,0.0,0.0,wright, kenneth,
Ron Bassilian,CA,U.S. House California District 34,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CA37293,"BASSILIAN, RON",C,2.0,REP,10387.55,0.0,10147.97,0.0,0.0,239.58,510.0,3750.0,0.0,0.0,0.0,3750.0,6127.55,CA,37.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,bassilian, ron,
Christian Valiente,CA,U.S. House California District 35,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CA35115,"VALIENTE, CHRISTIAN",C,2.0,REP,7315.85,0.0,8221.19,0.0,-216.4,-1124.77,0.0,2004.0,0.0,0.0,0.0,2104.0,1460.0,CA,35.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,valiente, christian,
Kimberlin Brown Pelzer,CA,U.S. House California District 36,Representative,Regular,6/5/18,Advanced,None,On the Ballot,51.61,Yes,Yes,,,,,,Yes,,,,,,,,H8CA36170,"PELZER, KIMBERLIN BROWN",C,2.0,REP,844037.02,2359.84,841751.6,0.0,0.0,2285.42,0.0,0.0,0.0,0.0,0.0,2279.64,756247.18,CA,36.0,,,,,,85038.05,0.0,12/31/2018,250.0,0.0,pelzer, kimberlin brown,
Stephan Wolkowicz,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,10.41,No,No,,,,,,No,,,,,,,,H8CA36188,"WOLKOWICZ, STEPHAN",C,2.0,REP,15038.32,0.0,15038.32,0.0,0.0,0.0,10220.32,4500.0,0.0,4500.0,0.0,0.0,205.0,CA,36.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,wolkowicz, stephan,
Dan Ball,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,17.39,No,No,,,,,,No,,,,,,,,H8CA36162,"BALL, DAN",C,2.0,REP,19259.0,0.0,17307.1,0.0,0.0,1951.9,0.0,0.0,0.0,0.0,0.0,3792.44,19259.0,CA,36.0,,,,,,0.0,0.0,12/31/2018,250.0,0.0,ball, dan,
Douglas Hassett,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,11.21,No,No,,,,,,No,,,,,,,,H8CA36204,"HASSETT, DOUGLAS",C,2.0,REP,13383.37,0.0,13305.75,0.0,0.0,77.62,0.0,1490.0,0.0,250.0,0.0,0.0,11796.0,CA,36.0,,,,,,0.0,0.0,07/10/2018,0.0,0.0,hassett, douglas,
Robert Bentley,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,9.38,No,No,,,,,,No,,,,,,,,H8CA36196,"BENTLEY, ROBERT",C,2.0,REP,110.0,0.0,50.0,0.0,0.0,60.0,110.0,0.0,0.0,0.0,0.0,0.0,0.9,CA,36.0,,,,,,0.0,0.0,12/31/2017,0.0,0.0,bentley, robert,
Young Kim,CA,U.S. House California District 39,Representative,Regular,6/5/18,Advanced,None,On the Ballot,39.79,Yes,Yes,,,,,,Yes,,,,Yes,Yes,,,H8CA39240,"KIM, YOUNG",O,2.0,REP,2907665.64,0.0,2902331.5,0.0,0.0,5334.14,0.0,0.0,0.0,0.0,0.0,5517.03,2322247.02,CA,39.0,,,,,,570250.71,10000.0,12/31/2018,13501.0,0.0,kim, young,
Bob Huff,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,11.53,No,No,,,,,,No,,,,No,No,,,H8CA39224,"HUFF, BOB",O,2.0,REP,694241.17,0.0,694241.17,0.0,0.0,0.0,85900.0,100000.0,0.0,100000.0,0.0,0.0,504141.67,CA,39.0,,,,,,4199.5,0.0,11/26/2018,44100.0,0.0,huff, bob,
John Cullum,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.24,No,No,,,,,,No,,,,No,No,,,H2CA46123,"CULLUM, JOHN J",O,2.0,REP,109973.72,0.0,109963.67,0.0,0.0,10.05,0.0,100000.0,0.0,95638.43,0.0,5361.57,7850.0,CA,39.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,cullum, john j,
Phil Liberatore,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,21.22,No,No,,,,,,No,,,,No,No,,,H8CA39307,"LIBERATORE, PHIL",O,2.0,REP,250772.0,0.0,225127.3,0.0,0.0,25644.7,0.0,97600.0,0.0,0.0,0.0,97600.0,152372.0,CA,39.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,liberatore, phil,
Shawn Nelson,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,12.45,No,Yes,,,,,,No,,,,No,No,,,H8CA39232,"NELSON, SHAWN",O,2.0,REP,694900.84,0.0,685895.42,0.0,0.0,9005.42,0.0,0.0,0.0,0.0,0.0,16144.89,676069.84,CA,39.0,,,,,,16748.0,0.0,12/31/2018,71303.08,0.0,nelson, shawn,
Andrew Sarega,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,1.05,No,No,,,,,,No,,,,No,No,,,H8CA39216,"SAREGA, ANDREW",O,2.0,REP,35835.0,0.0,35835.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,35000.0,835.0,CA,39.0,,,,,,0.0,0.0,05/21/2018,0.0,0.0,sarega, andrew,
Steven Vargas,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,5.29,No,No,,,,,,No,,,,No,No,,,H8CA39281,"VARGAS, STEVEN",O,2.0,REP,47325.0,0.0,47315.43,200.0,0.0,9.57,0.0,30000.0,5000.0,19000.0,5000.0,11000.0,12325.0,CA,39.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,vargas, steven,
Aja Smith,CA,U.S. House California District 41,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CA41170,"SMITH, AJA",C,2.0,REP,43984.88,0.0,43652.16,0.0,0.0,332.72,0.0,1000.0,0.0,1000.0,0.0,0.0,41964.88,CA,41.0,,,,,,0.0,1000.0,12/31/2018,325.0,0.0,smith, aja,
Omar Navarro,CA,U.S. House California District 43,Representative,Regular,6/5/18,Advanced,None,On the Ballot,56.02,Yes,,,,,,,,,,,,,,,H6CA44145,"NAVARRO, OMAR",C,2.0,REP,1173123.55,0.0,1045289.5,0.0,2.44,127836.49,6.0,2978.25,0.0,2978.25,0.0,2044.86,1154323.67,CA,43.0,,,,,,3700.0,250.0,12/31/2018,5715.0,0.0,navarro, omar,
Frank DeMartini,CA,U.S. House California District 43,Representative,Regular,6/5/18,Lost,None,None,27.54,No,,,,,,,,,,,,,,,H8CA43143,"DEMARTINI, FRANK",C,2.0,REP,39192.04,0.0,39192.04,0.0,0.0,0.0,274.19,4015.06,0.0,934.63,0.0,0.0,34902.79,CA,43.0,,,,,,0.0,0.0,08/27/2018,5400.0,0.0,demartini, frank,
Edwin Duterte,CA,U.S. House California District 43,Representative,Regular,6/5/18,Lost,None,None,16.44,No,,,,,,,,,,,,,,,H8CA43135,"DUTERTE, EDWIN",C,2.0,REP,18509.76,0.0,18509.76,0.0,0.0,0.0,1574.76,0.0,0.0,0.0,0.0,0.0,16935.0,CA,43.0,,,,,,0.0,0.0,09/30/2018,2595.0,0.0,duterte, edwin,
Jazmina Saavedra,CA,U.S. House California District 44,Representative,Regular,6/5/18,Lost,None,None,58.53,No,,,,,,,,,,,,,,,S8CA00432,"SAAVEDRA, JAZMINA",C,2.0,REP,3095.0,0.0,3061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095.0,CA,0.0,,,,,,0.0,0.0,05/31/2018,0.0,0.0,saavedra, jazmina,
Stacey Dash,CA,U.S. House California District 44,Representative,Regular,6/5/18,Lost,None,None,41.47,No,,,,,,,,,,,,,,,H8CA44109,"DASH, STACEY",C,2.0,REP,44730.13,0.0,44730.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42234.13,CA,44.0,,,,,,2000.0,0.0,06/30/2018,0.0,0.0,dash, stacey,
Russell Lambert,CA,U.S. House California District 46,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CA46120,"LAMBERT, RUSSELL RENE",C,2.0,REP,140.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,CA,46.0,,,,,,0.0,0.0,03/31/2018,0.0,0.0,lambert, russell rene,
John Briscoe,CA,U.S. House California District 47,Representative,Regular,6/5/18,Advanced,None,On the Ballot,54.48,Yes,,,,,,,,,,,,,,,H8CA47078,"BRISCOE, JOHN",C,2.0,REP,54713.56,0.0,48137.47,0.0,0.0,6626.09,5148.56,40000.0,0.0,0.0,0.0,48708.0,8565.0,CA,47.0,,,,,,1000.0,0.0,12/31/2018,0.0,0.0,briscoe, john,
David Clifford,CA,U.S. House California District 47,Representative,Regular,6/5/18,Lost,None,None,45.52,No,,,,,,,,,,,,,,,H8CA47060,"CLIFFORD, DAVID",C,2.0,REP,25680.4,0.0,21295.08,0.0,131.0,4425.0,1.0,10823.0,0.0,0.0,0.0,10823.57,14856.4,CA,47.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,clifford, david,
Diane Harkey,CA,U.S. House California District 49,Representative,Regular,6/5/18,Advanced,None,On the Ballot,52.93,Yes,Yes,,,,,,,,,,Yes,,,,H8CA49082,"HARKEY, DIANE",O,2.0,REP,1645908.41,2359.84,1642058.86,0.0,0.0,3849.55,2000.0,100000.0,0.0,32900.0,0.0,77100.0,1267485.32,CA,49.0,,,,,,266882.0,6015.7,12/31/2018,5.35,0.0,harkey, diane,
Kristin Gaspar,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,18.34,No,Yes,,,,,,,,,,No,,,,H8CA49090,"GASPAR, KRISTIN",O,2.0,REP,393401.99,0.0,383777.59,0.0,0.0,9624.4,0.0,0.0,0.0,0.0,0.0,19734.84,370604.0,CA,49.0,,,,,,16999.99,0.0,12/31/2018,46400.0,0.0,gaspar, kristin,
