Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Lori Madeline Hildebrandt,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Lost,None,None,-11.88,27.379998999999998,No,,Yes,No,No,No,No,No,No,No,,,,,Yes,,,,,,,H8NM02115,"HILDEBRANDT, LORI MADELINE",O,1.0,DEM,226273.51,0.0,226273.51,0.0,0.0,0.0,0.0,5223.0,0.0,5223.0,0.0,0.0,221050.51,NM,2.0,,,,,,0.0,0.0,12/31/2018,2000.0,0.0,hildebrandt, lori madeline,
Xochitl Torres Small,NM,U.S. House New Mexico District 2,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-11.88,72.620003,Yes,Nonwhite,No,No,No,No,No,No,Yes,Yes,,,,,No,,,,,,,H8NM02248,"SMALL, XOCHITL TORRES",O,1.0,DEM,4810435.04,292093.42,4641990.04,0.0,0.0,168445.0,0.0,0.0,0.0,0.0,0.0,20737.36,3862936.05,NM,2.0,,,,,,646348.48,5000.0,12/31/2018,49909.01,1061.31,small, xochitl torres,
Clint Koble,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-13.78,26.129998999999998,Yes,,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,H8NV02095,"KOBLE, CLINT MATTHEW MR.",C,1.0,DEM,161796.18,0.0,162414.07,0.0,0.0,-617.89,0.0,32576.81,1000.0,4270.0,800.0,28506.81,122395.27,NV,2.0,,,,,,3325.1,0.0,12/31/2018,1838.44,0.0,koble, clint matthew mr.,
Patrick Fogarty,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,23.83,No,,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,H8NV02111,"FOGARTY, PATRICK",C,1.0,DEM,169040.0,0.0,169040.0,0.0,0.0,0.0,10000.0,152000.0,0.0,147461.63,0.0,0.0,7040.0,NV,2.0,,,,,,0.0,0.0,07/02/2018,0.0,0.0,fogarty, patrick,
Rick Shepherd,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,21.280001000000002,No,,No,No,No,No,Yes,No,,,Yes,,,,No,,,,,,,H6NV02255,"SHEPHERD, RICK",C,1.0,DEM,37136.46,0.0,26852.37,0.0,2551.81,12835.9,30000.0,0.0,0.0,0.0,0.0,0.0,6736.46,NV,2.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,shepherd, rick,
Vance Alm,NV,U.S. House Nevada District 2,Representative,Regular,6/12/18,Lost,None,None,-13.78,13.22,No,,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,H8NV02152,"ALM, VANCE STEVEN",C,1.0,DEM,3600.0,0.0,3183.5,0.0,0.0,416.5,2500.0,0.0,0.0,0.0,0.0,0.0,1100.0,NV,2.0,,,,,,0.0,0.0,03/31/2018,0.0,0.0,alm, vance steven,
Guy Pinjuv,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,3.5,No,,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,H8NV03226,"PINJUV, GUY",O,1.0,DEM,1600.0,0.0,3440.94,0.0,1840.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NV,3.0,,,,,,1600.0,0.0,07/01/2018,0.0,0.0,pinjuv, guy,
John Dennis Love,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,5.8000002,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,H8NV03192,"LOVE, JOHN DENNIS",O,1.0,DEM,21235.51,0.0,21310.93,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,21135.51,NV,3.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,love, john dennis,
Michael Weiss,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Lost,None,None,-3.0799999,8.1800003,No,,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,H8NV03168,"WEISS, MICHAEL",O,1.0,DEM,10070.75,0.0,8798.86,0.0,325.0,4.86,2000.0,0.0,0.0,0.0,0.0,0.0,8050.75,NV,3.0,,,,,,0.0,0.0,06/23/2018,0.0,0.0,weiss, michael,
Susie Lee,NV,U.S. House Nevada District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-3.0799999,66.910004,Yes,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,,,,,,,H6NV04020,"LEE, SUSIE",O,1.0,DEM,5087840.82,808211.67,5075147.2,0.0,0.0,12693.62,11060.08,0.0,0.0,0.0,0.0,0.0,3441827.73,NV,3.0,,,,,,818995.35,7691.86,12/31/2018,38938.77,0.0,lee, susie,
Allison Stephens,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199998999999996,6.02,No,Nonwhite,No,No,Yes,No,No,No,No,,No,No,,,No,No,,No,,No,,H8NV04117,"STEPHENS, ALLISON A",O,1.0,DEM,50031.42,0.0,30400.15,0.0,0.0,19631.27,12929.88,0.0,0.0,0.0,0.0,102024.32,37101.54,NV,4.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,stephens, allison a,
Amy Vilela,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199998999999996,9.1999998,No,,No,No,No,No,No,No,No,,Yes,No,,,Yes,Yes,,Yes,,No,,H8NV04018,"VILELA, AMY",O,1.0,DEM,198206.51,0.0,198206.51,0.0,0.0,0.0,0.0,3577.25,7967.62,3577.25,429.56,17433.35,169346.04,NV,4.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,vilela, amy,
John Anzalone,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199998999999996,5.8000002,No,,No,No,No,No,No,No,No,,Yes,No,,,No,No,,,,,,H8NV04034,"ANZALONE, JOHN ANTHONY DR.",O,1.0,DEM,91250.5,0.0,89162.45,0.0,50.0,2138.05,0.0,29240.0,0.0,25000.0,0.0,4240.0,62010.5,NV,4.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,anzalone, john anthony dr.,
Patricia Spearman,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,None,3.8199998999999996,15.24,No,Nonwhite,Yes,Yes,Yes,No,No,No,No,,Yes,No,,,No,No,,No,,Yes,,H8NV04042,"SPEARMAN, PATRICIA",O,1.0,DEM,183092.07,0.0,183091.58,0.0,0.0,0.49,200.0,0.0,100.0,0.0,100.0,0.0,139467.93,NV,4.0,,,,,,43324.14,0.0,09/30/2018,19041.0,500.0,spearman, patricia,
Steven Horsford,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Advanced,None,On the Ballot,3.8199998999999996,61.740002000000004,Yes,Nonwhite,No,No,Yes,No,No,No,Yes,,Yes,Yes,,,No,No,,,,,,H2NV04011,"HORSFORD, STEVEN ALEXZANDER",O,1.0,DEM,2283287.27,94220.01,2255315.24,0.0,0.0,27972.03,2500.0,0.0,0.0,0.0,0.0,33594.85,1306551.83,NV,4.0,,,,,,877796.31,0.0,12/31/2018,11709.61,1025.64,horsford, steven alexzander,
Bobby Mahendra,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,2.6700001,No,Nonwhite,No,No,No,No,No,No,No,No,,No,,,No,,,,,,,S6NV00234,"MAHENDRA, BOBBY",C,1.0,DEM,9807.0,0.0,11242.0,0.0,4646.0,3209.0,0.0,7000.0,0.0,0.0,0.0,32000.0,2807.0,NV,0.0,,,,,,0.0,0.0,12/31/2018,58.0,0.0,mahendra, bobby,
Jacky Rosen,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Advanced,None,On the Ballot,0.94999999,77.110001,Yes,,No,No,Yes,No,Yes,No,Yes,Yes,,Yes,,,No,,,,,,,H6NV03139,"ROSEN, JACKY",I,1.0,DEM,26242152.35,1834737.92,26079221.37,0.0,15260.89,178189.86,0.0,0.0,0.0,0.0,0.0,15000.0,22909611.89,NV,3.0,,,,,,1271587.99,48296.95,12/31/2018,437310.08,530.0,rosen, jacky,
Jesse Sbaih,NV,U.S. Senate Nevada,Senator,Regular,6/12/18,Lost,None,None,0.94999999,3.1700001,No,Nonwhite,No,No,No,Yes,No,No,No,No,,No,,,Yes,,,,,,,S8NV00149,"SBAIH, JESSE",C,1.0,DEM,2157538.0,0.0,2157480.0,0.0,0.0,0.0,0.0,2050000.0,0.0,2013044.0,0.0,36955.65,105775.0,NV,0.0,,,,,,0.0,0.0,12/31/2018,13142.0,0.0,sbaih, jesse,
David Pechefsky,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,11.9,No,,No,No,No,No,No,No,,,,,,,,,,,,,,H8NY01163,"PECHEFSKY, DAVID",C,1.0,DEM,303457.9,0.0,303415.63,0.0,0.0,42.27,14000.0,100000.0,0.0,40000.0,0.0,60000.0,185666.68,NY,1.0,,,,,,3250.0,0.0,12/31/2018,2700.0,0.0,pechefsky, david,
Elaine DiMasi,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,5.920000099999999,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8NY01189,"DIMASI, ELAINE DR. PHD",C,1.0,DEM,104203.6,0.0,100540.89,0.0,0.0,3662.71,4.0,20198.81,0.0,10396.0,0.0,71.68,83929.11,NY,1.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,dimasi, elaine dr. phd,
Kate Browning,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,30.32,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,H8NY01197,"BROWNING, KATE M.",C,1.0,DEM,580578.79,54370.66,580578.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451902.01,NY,1.0,,,,,,73546.29,0.0,12/31/2018,43013.31,5000.0,browning, kate m.,
Perry Gershon,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-11.63,35.450001,Yes,,No,No,No,Yes,Yes,No,,,,,,,,,,,,,,H8NY01155,"GERSHON, PERRY",C,1.0,DEM,5075781.84,290487.85,5075628.25,0.0,0.0,153.59,580996.63,1400000.0,0.0,0.0,0.0,250000.0,2598950.66,NY,1.0,,,,,,171942.62,0.0,12/31/2018,23717.19,1300.0,gershon, perry,
Vivian Viloria-Fisher,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,None,-11.63,16.26,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,,H2NY01042,"VILORIA-FISHER, VIVIAN M",C,1.0,DEM,281511.39,0.0,281511.39,0.0,0.0,0.0,10891.3,154325.0,20000.0,95941.94,20000.0,0.0,94795.07,NY,1.0,,,,,,1500.0,0.0,07/31/2018,412.04,0.0,viloria-fisher, vivian m,
Max Rose,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-8.8100004,62.650002,Yes,,Yes,No,No,No,No,No,Yes,,,,,,,,,,Yes,Yes,,H8NY11113,"ROSE, MAX",C,1.0,DEM,4679140.33,594703.52,4441148.2,0.0,0.0,237992.13,537.6,0.0,0.0,0.0,0.0,173674.53,3754933.27,NY,11.0,,,,,,303844.72,4806.9,12/31/2018,20115.67,5200.0,rose, max,
Michael DeVito Jr.,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,18.42,No,Nonwhite,Yes,No,No,No,No,No,No,,,,,,,,,,No,No,,H8NY11089,"DEVITO, MICHAEL JR",C,1.0,DEM,47679.77,0.0,47679.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47679.77,NY,11.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,devito, michael jr,
Omar Vaid,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,8.430000300000001,No,Nonwhite,No,No,No,No,No,No,No,,,,,,,,,,No,No,,H8NY11105,"VAID, OMAR M",C,1.0,DEM,213183.75,0.0,211292.1,0.0,0.0,798.11,0.0,111531.68,0.0,0.0,0.0,111531.68,100402.07,NY,11.0,,,,,,1250.0,0.0,12/31/2018,1036.36,0.0,vaid, omar m,
Radhakrishna Mohan,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,3.78,No,Nonwhite,No,No,No,No,Yes,No,No,,,,,,,,,,No,No,,H8NY11139,"MOHAN, RADHAKRISHNA",C,1.0,DEM,118663.12,0.0,116733.79,0.0,0.0,2029.33,0.0,83395.0,0.0,0.0,0.0,83395.0,35268.12,NY,11.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,mohan, radhakrishna,
Zach Emig,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,None,-8.8100004,1.26,No,,No,No,No,No,No,No,No,,,,,,,,,,No,No,,H8NY11071,"EMIG, ZACH",C,1.0,DEM,49985.9,0.0,49985.9,0.0,0.0,0.0,29095.01,14000.0,0.0,0.0,0.0,0.0,6890.89,NY,11.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,emig, zach,
Antonio Delgado,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-6.079999900000001,21.99,Yes,Nonwhite,No,No,No,No,No,No,,No,Yes,,,,,No,,No,,No,,H8NY19181,"DELGADO, ANTONIO",C,1.0,DEM,9244751.44,617554.01,9166151.0,0.0,0.0,78600.44,0.0,0.0,0.0,0.0,0.0,0.0,8143823.14,NY,19.0,,,,,,466936.19,6175.0,12/31/2018,90824.72,0.0,delgado, antonio,
Brian Flynn,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000001,13.18,No,White,No,No,No,Yes,No,No,,No,No,,,,,No,,No,,No,,H8NY19173,"FLYNN, BRIAN",C,1.0,DEM,1757503.37,0.0,1754001.82,0.0,0.0,3501.55,35400.0,906262.2,0.0,0.0,0.0,906262.2,808752.74,NY,19.0,,,,,,5000.0,1175.0,12/31/2018,188037.04,0.0,flynn, brian,
David Clegg,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000001,11.08,No,,No,No,No,Yes,No,No,,No,No,,,,,No,,Yes,,No,,H8NY19231,"CLEGG, DAVID J",C,1.0,DEM,793292.76,0.0,767248.34,0.0,0.0,12943.22,35912.26,508000.0,0.0,382600.0,0.0,125400.0,249265.5,NY,19.0,,,,,,115.0,0.0,09/30/2018,27889.0,0.0,clegg, david j,
Erin Collier,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000001,4.8600001,No,,No,No,No,No,No,No,,Yes,Yes,,,,,No,,No,,No,,H8NY19256,"COLLIER, ERIN",C,1.0,DEM,211153.96,0.0,211153.96,0.0,0.0,0.0,1402.37,0.0,0.0,0.0,0.0,0.0,198830.05,NY,19.0,,,,,,10750.0,0.0,09/30/2018,3250.0,0.0,collier, erin,
Gareth Rhodes,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000001,17.85,No,,No,No,No,No,No,No,,No,No,,,,,No,,Yes,,No,,H8NY19199,"RHODES, GARETH THOMAS",C,1.0,DEM,912351.92,0.0,909722.91,0.0,0.0,0.0,610.62,0.0,0.0,0.0,0.0,0.0,889289.36,NY,19.0,,,,,,15098.21,0.0,12/31/2018,138651.62,0.0,rhodes, gareth thomas,
Jeffrey Beals,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000001,13.18,No,,No,No,No,No,No,No,,No,No,,,,,Yes,,No,,No,,H8NY19215,"BEALS, JEFFREY",C,1.0,DEM,379263.93,0.0,370234.52,0.0,0.0,9029.41,0.0,65300.0,0.0,56000.0,0.0,28000.0,312886.96,NY,19.0,,,,,,329.82,0.0,12/31/2018,2.0,0.0,beals, jeffrey,
Patrick Ryan,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,None,-6.079999900000001,17.719998999999998,No,,Yes,No,No,No,No,No,,No,No,,,,,No,,Yes,,Yes,,H8NY19223,"RYAN, PATRICK",C,1.0,DEM,1740412.54,172519.77,1735458.97,0.0,0.0,4953.57,566.32,50000.0,0.0,35000.0,0.0,15000.0,1491412.39,NY,19.0,,,,,,23336.84,1175.0,12/31/2018,296605.48,5000.0,ryan, patrick,
DuWayne Gregory,NY,U.S. House New York District 2,Representative,Regular,6/26/18,Lost,None,None,-8.2600002,41.639998999999996,No,Nonwhite,Yes,No,Yes,No,No,No,,No,Yes,,,,No,,,No,Yes,Yes,,H6NY02124,"GREGORY, DUWAYNE",C,1.0,DEM,168557.32,0.0,171994.49,0.0,3437.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148226.16,NY,2.0,,,,,,20241.16,0.0,12/31/2018,0.0,0.0,gregory, duwayne,
Dylan Ratigan,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,11.91,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,No,,,H8NY21344,"RATIGAN, DYLAN",C,1.0,DEM,198480.76,0.0,198480.76,0.0,0.0,0.0,158.53,0.0,0.0,0.0,0.0,0.0,189783.66,NY,21.0,,,,,,7800.0,0.0,07/12/2018,32453.0,300.0,ratigan, dylan,
Emily Martz,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,10.37,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,No,,,H8NY21260,"MARTZ, EMILY",C,1.0,DEM,250823.86,0.0,250642.49,0.0,0.0,181.37,13280.63,13000.0,0.0,4979.75,1000.0,0.0,224133.87,NY,21.0,,,,,,250.0,0.0,12/31/2018,6594.0,0.0,martz, emily,
Katie Wilson,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,11.68,No,,No,No,No,No,No,No,,,No,,,,No,No,,No,Yes,,,H8NY21252,"WILSON, KATIE",C,1.0,DEM,265858.31,0.0,265858.31,0.0,0.0,0.0,193.66,0.0,0.0,0.0,0.0,0.0,265607.65,NY,21.0,,,,,,50.0,0.0,12/31/2018,870.77,0.0,wilson, katie,
Patrick Nelson,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,None,-11.43,9.119999900000002,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,Yes,,No,No,,,H2NY21115,"NELSON, PATRICK F",C,1.0,DEM,72216.49,0.0,72121.93,0.0,0.0,94.56,518.8,3100.0,0.0,0.0,0.0,3100.0,68032.93,NY,21.0,,,,,,329.76,50.0,12/31/2018,521.0,0.0,nelson, patrick f,
Tedra Cobb,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-11.43,56.009997999999996,Yes,,No,No,Yes,No,No,No,,,Yes,,,,Yes,No,,Yes,No,,,H8NY21245,"COBB, TEDRA LYNNE MS.",C,1.0,DEM,1547983.57,7788.61,1508662.13,0.0,0.0,39321.44,3990.37,0.0,0.0,0.0,0.0,0.0,1434272.76,NY,21.0,,,,,,98247.33,0.0,12/31/2018,5882.54,0.0,cobb, tedra lynne ms.,
Anthony Brindisi,NY,U.S. House New York District 22,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-14.26,100.0,Yes,,No,No,Yes,No,No,No,Yes,,No,,,,,,,,Yes,,,H8NY22151,"BRINDISI, ANTHONY",C,1.0,DEM,4641923.14,297023.91,4637060.53,0.0,0.0,4862.61,0.0,0.0,0.0,0.0,0.0,27500.0,3556650.4,NY,22.0,,,,,,777632.35,10000.0,12/31/2018,25839.01,2583.01,brindisi, anthony,
Edward Sundquist,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,6.420000099999999,No,,No,Yes,No,No,Yes,No,,,No,,,,No,No,,,No,,,H8NY23134,"SUNDQUIST, EDWARD A.",C,1.0,DEM,124482.87,0.0,124482.87,0.0,0.0,0.0,6961.78,32344.94,0.0,5000.0,0.0,60610.34,80776.15,NY,23.0,,,,,,4400.0,0.0,12/31/2018,252.77,0.0,sundquist, edward a.,
Ian Golden,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,13.44,No,,No,No,No,No,No,No,,,No,,,,Yes,Yes,,,No,,,H8NY23167,"GOLDEN, IAN",C,1.0,DEM,120649.3,0.0,119774.59,0.0,0.0,-24440.88,3702.47,0.0,0.0,0.0,0.0,0.0,115525.3,NY,23.0,,,,,,252.39,0.0,12/31/2018,2780.0,0.0,golden, ian,
Linda Andrei,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,15.33,No,,No,No,No,No,Yes,No,,,No,,,,No,No,,,No,,,H8NY23225,"ANDREI, LINDA",C,1.0,DEM,283984.38,0.0,283974.38,0.0,0.0,0.0,10.0,170000.0,0.0,3148.89,0.0,0.0,112829.96,NY,23.0,,,,,,1100.0,0.0,09/30/2018,13120.0,0.0,andrei, linda,
Max Della Pia,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Lost,None,None,-13.93,32.400002,No,,Yes,No,No,No,No,No,,,No,,,,No,No,,,No,,,H8NY23175,"PIA, MAX HAROLD DELLA",C,1.0,DEM,191000.8,0.0,191096.55,6000.0,0.0,0.0,50.0,25000.0,0.0,22157.31,0.0,0.0,159529.14,NY,23.0,,,,,,125.0,0.0,09/30/2018,100.0,0.0,pia, max harold della,
Tracy Mitrano,NY,U.S. House New York District 23,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-13.93,32.299999,Yes,,No,No,No,No,No,No,,,Yes,,,,No,No,,,Yes,,,H8NY23183,"MITRANO, TRACY",C,1.0,DEM,1775877.64,884.88,1756495.37,0.0,0.0,19382.27,0.0,0.0,12500.0,0.0,12500.0,0.0,1718482.88,NY,23.0,,,,,,43105.04,0.0,12/31/2018,6557.69,0.0,mitrano, tracy,
Dana Balter,NY,U.S. House New York District 24,Representative,Regular,6/26/18,Advanced,None,On the Ballot,4.139999899999999,62.380001,Yes,,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Yes,Yes,Yes,No,,H8NY24090,"BALTER, DANA",C,1.0,DEM,2735634.41,170757.11,2711648.99,0.0,0.0,23985.42,0.0,0.0,0.0,0.0,0.0,0.0,2347956.38,NY,24.0,,,,,,213920.92,0.0,12/31/2018,21016.69,400.0,balter, dana,
Juanita Perez Williams,NY,U.S. House New York District 24,Representative,Regular,6/26/18,Lost,None,None,4.139999899999999,37.23,No,Nonwhite,Yes,No,No,No,No,No,Yes,Yes,Yes,,,,No,No,No,No,No,Yes,,H8NY24132,"WILLIAMS, JUANITA PEREZ",C,1.0,DEM,181806.44,10800.0,181806.44,0.0,0.0,0.0,2014.2,30000.0,0.0,7543.32,0.0,0.0,71161.73,NY,24.0,,,,,,65000.0,0.0,08/14/2018,6700.0,7000.0,williams, juanita perez,
Joseph Morelle,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Advanced,None,On the Ballot,14.62,45.290001000000004,Yes,,No,No,Yes,No,No,No,,,Yes,,,,No,,,,Yes,,,H8NY25105,"MORELLE, JOSEPH D",O,1.0,DEM,1896368.05,3750.54,1837132.63,0.0,0.0,59235.42,0.0,0.0,0.0,0.0,0.0,169609.89,1022471.98,NY,25.0,,,,,,863575.0,0.0,12/31/2018,4605.84,5000.0,morelle, joseph d,
Rachel Barnhart,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Lost,None,None,14.62,19.77,No,,No,No,No,No,No,No,,,Yes,,,,No,,,,No,,,H8NY25121,"BARNHART, RACHEL",O,1.0,DEM,34613.05,101.57,24686.73,20.0,0.0,9926.32,5.0,0.0,0.0,0.0,0.0,0.0,33506.48,NY,25.0,,,,,,1000.0,0.0,09/30/2018,0.0,0.0,barnhart, rachel,
Robin Wilt,NY,U.S. House New York District 25,Representative,Regular,6/26/18,Lost,None,None,14.62,17.35,No,Nonwhite,No,No,Yes,No,No,No,,,Yes,,,,Yes,,,,No,,,H8NY25113,"WILT, ROBIN",O,1.0,DEM,76689.84,0.0,76304.53,0.0,0.0,385.31,33990.38,10000.0,0.0,0.0,0.0,10000.0,32699.46,NY,25.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,wilt, robin,
Nathan McMurray,NY,U.S. House New York District 27,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-24.01,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,Yes,,,H8NY27176,"MCMURRAY, NATHAN DOUGLAS",O,1.0,DEM,1387653.64,0.0,1364110.33,0.0,0.0,23543.31,1900.0,18000.0,0.0,18000.0,0.0,0.0,1156983.17,NY,27.0,,,,,,151065.0,48163.31,12/31/2018,3252.5,0.0,mcmurray, nathan douglas,
Aftab Pureval,OH,U.S. House Ohio District 1,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-9.010000199999999,100.0,Yes,Nonwhite,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,H8OH01118,"PUREVAL, AFTAB",C,1.0,DEM,4144106.29,176797.36,4140079.89,0.0,0.0,4026.4,2700.0,0.0,0.0,0.0,0.0,2496.0,3480095.38,OH,1.0,,,,,,411861.56,5000.0,12/31/2018,33808.57,0.0,pureval, aftab,
Michael Milisits,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Lost,None,None,-8.4799995,7.400000099999999,No,,No,No,No,No,No,No,,,,,,,,,,,,,,H8OH10101,"MILISITS, MICHAEL JOSEPH",C,1.0,DEM,9252.79,0.0,8186.65,0.0,0.0,50.74,322.89,0.0,100.0,0.0,100.0,0.0,4759.9,OH,10.0,,,,,,4070.0,0.0,06/20/2018,0.0,0.0,milisits, michael joseph,
Theresa Gasper,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-8.4799995,67.019997,Yes,,No,No,No,No,No,No,,,,,,,,,,,,,,H8OH10119,"GASPER, THERESA",C,1.0,DEM,1209688.24,0.0,1193083.52,0.0,0.0,16604.72,0.0,140000.0,0.0,0.0,0.0,140000.0,995282.01,OH,10.0,,,,,,73900.0,0.0,12/31/2018,2132.76,0.0,gasper, theresa,
Daniel O'Connor,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Advanced,None,On the Ballot,-13.63,40.939999,Yes,,No,No,Yes,No,No,No,,,Yes,,,,,No,,Yes,,,,H8OH12297,"O'CONNOR, DANIEL JAY",O,1.0,DEM,8504867.51,32812.65,8462831.59,0.0,0.0,42035.92,0.0,0.0,0.0,0.0,0.0,0.0,8050254.59,OH,12.0,,,,,,418033.87,3766.4,12/31/2018,215520.22,6147.71,o'connor, daniel jay,
